p1_category	p1	p2_category	p2	rg	se	z	p	q
Metabolic	HDL-C	Hematological	Neutro	-0.2265	0.0894	-2.5324	0.011329	0.114636599
Metabolic	HDL-C	Hematological	Eosino	-0.0997	0.0709	-1.4064	0.1596	0.511381649
Metabolic	HDL-C	Hematological	Baso	-0.0982	0.0758	-1.2946	0.19545	0.569057398
Metabolic	HDL-C	Hematological	Mono	-0.0896	0.0718	-1.2485	0.21185	0.587122859
Metabolic	HDL-C	Hematological	Lym	-0.1487	0.0688	-2.1624	0.030585	0.22623397
Metabolic	HDL-C	Hematological	RBC	-0.1502	0.0938	-1.6025	0.10905	0.429382513
Metabolic	HDL-C	Hematological	Hb	-0.0268	0.0605	-0.4428	0.65792	0.881635705
Metabolic	HDL-C	Hematological	Ht	-0.0214	0.0708	-0.302	0.76266	0.919983548
Metabolic	HDL-C	Hematological	MCV	0.2078	0.0963	2.1574	0.030974	0.226783978
Metabolic	HDL-C	Hematological	MCH	0.186	0.1172	1.5864	0.11264	0.436298952
Metabolic	HDL-C	Hematological	MCHC	-6.00E-04	0.1332	-0.0045	0.99642	0.998204328
Metabolic	HDL-C	Hematological	Plt	-0.1284	0.1271	-1.0097	0.31263	0.684325925
Metabolic	HDL-C	Blood pressure	SBP	-0.091	0.129	-0.7055	0.48051	0.793621746
Metabolic	HDL-C	Blood pressure	DBP	9.00E-04	0.1253	0.0071	0.9943	0.997301408
Metabolic	HDL-C	Blood pressure	MAP	-0.0432	0.132	-0.3272	0.74354	0.911045882
Metabolic	HDL-C	Blood pressure	PP	-0.1747	0.1044	-1.674	0.094135	0.40350515
Metabolic	HDL-C	Echocardiographic	IVS	-0.003	0.1728	-0.0174	0.98611	0.995429715
Metabolic	HDL-C	Echocardiographic	PW	-0.1189	0.1264	-0.9408	0.34678	0.712278706
Metabolic	HDL-C	Echocardiographic	LVDd	0.0156	0.0924	0.1689	0.86584	0.959381315
Metabolic	HDL-C	Echocardiographic	LVDs	-0.0191	0.0827	-0.2316	0.81688	0.938644977
Metabolic	HDL-C	Echocardiographic	LVM	-0.0421	0.1103	-0.3816	0.70274	0.901976349
Metabolic	HDL-C	Echocardiographic	LVMI	0.0087	0.1154	0.0756	0.93976	0.984247168
Metabolic	HDL-C	Echocardiographic	RWT	-0.141	0.1156	-1.2198	0.22252	0.59951967
Metabolic	HDL-C	Echocardiographic	FS	0.094	0.1324	0.7104	0.47749	0.791974096
Metabolic	HDL-C	Echocardiographic	EF	0.0681	0.129	0.5281	0.59741	0.860627054
Metabolic	HDL-C	Metabolic disease	T2D	-0.2244	0.0842	-2.6653	0.0076916	0.088589134
Metabolic	HDL-C	Cardiovascular disease	IS	-0.0414	0.1063	-0.39	0.69654	0.899027897
Metabolic	HDL-C	Cardiovascular disease	CeAn	-0.1221	0.09	-1.3574	0.17465	0.535156025
Metabolic	HDL-C	Cardiovascular disease	MI	-0.36	0.0933	-3.8587	0.00011398	0.003188183
Metabolic	HDL-C	Cardiovascular disease	PAD	-0.2244	0.0865	-2.5928	0.0095204	0.104139347
Metabolic	HDL-C	Cardiovascular disease	AF	0.0967	0.0995	0.9719	0.33112	0.704326953
Metabolic	HDL-C	Allergic disease	Asthma	-0.1494	0.0759	-1.9684	0.049026	0.288700475
Metabolic	HDL-C	Allergic disease	AD	0.0594	0.1035	0.574	0.56593	0.841026712
Metabolic	HDL-C	Autoimmune disease	GD	-0.197	0.0917	-2.1492	0.031616	0.227171112
Metabolic	HDL-C	Autoimmune disease	RA	0.1256	0.0811	1.5476	0.12172	0.450895198
Metabolic	HDL-C	Infectious disease	CHB	-0.0391	0.1496	-0.2614	0.79376	0.93120556
Metabolic	HDL-C	Infectious disease	CHC	-0.0196	0.1132	-0.1733	0.86242	0.958731033
Metabolic	HDL-C	Hematologic disease	Anemia	-0.0066	0.1833	-0.0362	0.97115	0.993040417
Metabolic	HDL-C	Psychiatric disease	BD	0.2913	0.1057	2.7562	0.0058477	0.071785559
Metabolic	HDL-C	Psychiatric disease	SCZ	0.1096	0.0728	1.5047	0.1324	0.469530524
Metabolic	HDL-C	Musculoskeletal disease	AIS	0.0976	0.0734	1.3288	0.18393	0.549016037
Metabolic	HDL-C	Musculoskeletal	Osteoporosis	0.1716	0.1941	0.8838	0.37683	0.731614417
Metabolic	HDL-C	Tumor	LuCa	-0.0382	0.2078	-0.1839	0.85411	0.956906011
Metabolic	HDL-C	Tumor	GaCa	0.0567	0.1644	0.3449	0.73017	0.907438579
Metabolic	HDL-C	Tumor	EsCa	-0.0627	0.1877	-0.3342	0.73822	0.91032204
Metabolic	HDL-C	Tumor	CoCa	0.1918	0.1221	1.5708	0.11623	0.440616341
Metabolic	HDL-C	Tumor	PrCa	-0.0069	0.0869	-0.0797	0.93647	0.982377852
Metabolic	HDL-C	Tumor	BrCa	0.1186	0.1235	0.9606	0.33676	0.707579968
Metabolic	HDL-C	Tumor	EnCa	-0.2949	0.1764	-1.6714	0.094646	0.40350515
Metabolic	HDL-C	Tumor	UF	-0.05	0.1129	-0.4427	0.65797	0.881635705
Metabolic	HDL-C	Other	Glaucoma	0.0927	0.0966	0.9591	0.33751	0.707579968
Metabolic	HDL-C	Other	COPD	-0.0671	0.1502	-0.4466	0.65515	0.881635705
Metabolic	HDL-C	Other	Epilepsy	0.1084	0.1769	0.6128	0.53999	0.826983268
Metabolic	HDL-C	Other	Pollinosis	-0.2122	0.1444	-1.4694	0.14172	0.483849625
Metabolic	HDL-C	Other	Urolithiasis	-0.0473	0.0882	-0.5366	0.59153	0.858704196
Metabolic	LDL-C	Metabolic	TG	-0.0188	0.078	-0.2409	0.80966	0.93811489
Metabolic	LDL-C	Metabolic	BS	-0.1174	0.102	-1.1512	0.24967	0.632487193
Metabolic	LDL-C	Metabolic	HbA1c	0.0891	0.1073	0.8304	0.40634	0.751287743
Metabolic	LDL-C	Protein	TP	0.0441	0.0751	0.5864	0.55762	0.836306167
Metabolic	LDL-C	Protein	Alb	0.0033	0.0855	0.039	0.96893	0.993040417
Metabolic	LDL-C	Protein	NAP	0.0696	0.0683	1.019	0.30821	0.683479887
Metabolic	LDL-C	Protein	A/G	-0.0399	0.0673	-0.5936	0.55278	0.835121358
Metabolic	LDL-C	Kidney-related	BUN	0.055	0.0937	0.5867	0.55742	0.836306167
Metabolic	LDL-C	Kidney-related	sCr	-0.024	0.0937	-0.2563	0.79769	0.933545384
Metabolic	LDL-C	Kidney-related	eGFR	0.0297	0.0916	0.324	0.74591	0.912522199
Metabolic	LDL-C	Kidney-related	UA	-0.134	0.0729	-1.8391	0.065897	0.333832668
Metabolic	LDL-C	Electrolyte	Na	-0.0141	0.0949	-0.1481	0.88228	0.963635215
Metabolic	LDL-C	Electrolyte	K	-0.0463	0.0828	-0.5597	0.57569	0.8478383
Metabolic	LDL-C	Electrolyte	Cl	0.0069	0.1058	0.0651	0.94806	0.987073369
Metabolic	LDL-C	Electrolyte	Ca	0.2518	0.1154	2.1823	0.02909	0.219665719
Metabolic	LDL-C	Electrolyte	P	0.1776	0.1361	1.305	0.19191	0.562445385
Metabolic	LDL-C	Liver-related	TBil	-0.0018	0.0792	-0.0222	0.98228	0.995325945
Metabolic	LDL-C	Liver-related	ZTT	-0.1163	0.1683	-0.6909	0.4896	0.797185714
Metabolic	LDL-C	Liver-related	AST	0.0057	0.1009	0.0568	0.95468	0.98966028
Metabolic	LDL-C	Liver-related	ALT	0.0312	0.1173	0.2661	0.79013	0.929652989
Metabolic	LDL-C	Liver-related	ALP	-0.0903	0.0869	-1.0396	0.29854	0.674482445
Metabolic	LDL-C	Liver-related	GGT	-0.0684	0.1355	-0.5048	0.6137	0.865412027
Metabolic	LDL-C	Other biochemical	APTT	-0.1283	0.1472	-0.8713	0.38357	0.736761118
Metabolic	LDL-C	Other biochemical	PT	-0.1248	0.1178	-1.059	0.28961	0.667125153
Metabolic	LDL-C	Other biochemical	Fbg	0.2812	0.3704	0.7591	0.44781	0.773543873
Metabolic	LDL-C	Other biochemical	CK	-0.0438	0.0737	-0.5944	0.55225	0.835121358
Metabolic	LDL-C	Other biochemical	LDH	0.0614	0.1085	0.5662	0.57124	0.843452966
Metabolic	LDL-C	Other biochemical	CRP	0.1276	0.201	0.6347	0.52561	0.819708785
Metabolic	LDL-C	Hematological	WBC	-0.0898	0.0811	-1.1069	0.26833	0.651041066
Metabolic	LDL-C	Hematological	Neutro	-0.0742	0.1098	-0.6761	0.49897	0.803005057
Metabolic	LDL-C	Hematological	Eosino	-0.0087	0.0911	-0.0953	0.92411	0.977889003
Metabolic	LDL-C	Hematological	Baso	-0.0182	0.1052	-0.1729	0.86276	0.958731033
Metabolic	LDL-C	Hematological	Mono	-0.0239	0.0836	-0.2853	0.77543	0.922520146
Metabolic	LDL-C	Hematological	Lym	0.1624	0.0854	1.9027	0.057082	0.310032055
Metabolic	LDL-C	Hematological	RBC	0.1101	0.0879	1.2529	0.21023	0.583872823
Metabolic	LDL-C	Hematological	Hb	0.0871	0.0856	1.0174	0.30896	0.683479887
Metabolic	LDL-C	Hematological	Ht	0.1046	0.0867	1.2064	0.22765	0.605212084
Metabolic	LDL-C	Hematological	MCV	-0.0748	0.0883	-0.8473	0.39681	0.74492232
Metabolic	LDL-C	Hematological	MCH	-0.0743	0.1018	-0.7298	0.46552	0.783822923
Metabolic	LDL-C	Hematological	MCHC	-0.0451	0.1225	-0.3685	0.71253	0.903018476
Metabolic	LDL-C	Hematological	Plt	0.1327	0.1167	1.1364	0.25581	0.641141651
Metabolic	LDL-C	Blood pressure	SBP	-0.215	0.0913	-2.3531	0.018615	0.161991867
Metabolic	LDL-C	Blood pressure	DBP	-0.117	0.0944	-1.2396	0.21512	0.591164856
Metabolic	LDL-C	Blood pressure	MAP	-0.1653	0.0923	-1.7915	0.073208	0.354366536
Metabolic	LDL-C	Blood pressure	PP	-0.2309	0.0857	-2.693	0.0070809	0.082793098
Metabolic	LDL-C	Echocardiographic	IVS	-0.0284	0.1845	-0.1537	0.87783	0.961994874
Metabolic	LDL-C	Echocardiographic	PW	-0.0208	0.1416	-0.147	0.88312	0.963855369
Metabolic	LDL-C	Echocardiographic	LVDd	-0.1504	0.1137	-1.3227	0.18593	0.553265087
Metabolic	LDL-C	Echocardiographic	LVDs	-0.0779	0.1059	-0.736	0.46171	0.781355385
Metabolic	LDL-C	Echocardiographic	LVM	-0.106	0.1247	-0.8502	0.39519	0.744134135
Metabolic	LDL-C	Echocardiographic	LVMI	0.0214	0.1405	0.1526	0.87869	0.962234351
Metabolic	LDL-C	Echocardiographic	RWT	0.1058	0.1471	0.7189	0.47223	0.788593893
Metabolic	LDL-C	Echocardiographic	FS	-0.0757	0.1481	-0.5112	0.60919	0.865412027
Metabolic	LDL-C	Echocardiographic	EF	0.105	0.1486	0.7068	0.4797	0.792952807
Metabolic	LDL-C	Metabolic disease	T2D	-0.0225	0.0798	-0.2824	0.77761	0.923883726
Metabolic	LDL-C	Cardiovascular disease	IS	-0.0834	0.1073	-0.7774	0.43695	0.769723887
Metabolic	LDL-C	Cardiovascular disease	CeAn	-0.1477	0.1103	-1.3392	0.1805	0.546123243
Metabolic	LDL-C	Cardiovascular disease	MI	0.2675	0.0959	2.7898	0.0052732	0.066827997
Metabolic	LDL-C	Cardiovascular disease	PAD	0.1113	0.1132	0.983	0.3256	0.699423807
Metabolic	LDL-C	Cardiovascular disease	AF	-0.134	0.0992	-1.3507	0.1768	0.538823315
Metabolic	LDL-C	Allergic disease	Asthma	-0.1043	0.0903	-1.1547	0.24821	0.631366
Metabolic	LDL-C	Allergic disease	AD	0.0172	0.1292	0.1333	0.89399	0.968086735
Metabolic	LDL-C	Autoimmune disease	GD	0.1403	0.109	1.2871	0.19807	0.572007463
Metabolic	LDL-C	Autoimmune disease	RA	-0.0442	0.0947	-0.467	0.6405	0.873632184
Metabolic	LDL-C	Infectious disease	CHB	0.006	0.1915	0.0314	0.97496	0.994256083
Metabolic	LDL-C	Infectious disease	CHC	-0.086	0.1386	-0.6204	0.53496	0.824765102
Metabolic	LDL-C	Hematologic disease	Anemia	0.0353	0.1999	0.1767	0.85971	0.957961796
Metabolic	LDL-C	Psychiatric disease	BD	0.1065	0.1281	0.8309	0.40601	0.751032197
Metabolic	LDL-C	Psychiatric disease	SCZ	0.0077	0.0881	0.0875	0.93029	0.981003339
Metabolic	LDL-C	Musculoskeletal disease	AIS	0.0132	0.0988	0.1341	0.89335	0.968086735
Metabolic	LDL-C	Musculoskeletal	Osteoporosis	0.0402	0.2141	0.188	0.8509	0.955113746
Metabolic	LDL-C	Tumor	LuCa	-0.006	0.2199	-0.0272	0.9783	0.994899855
Metabolic	LDL-C	Tumor	GaCa	-0.1412	0.1502	-0.9399	0.34725	0.712278706
Metabolic	LDL-C	Tumor	EsCa	0.0304	0.1729	0.176	0.8603	0.957961796
Metabolic	LDL-C	Tumor	CoCa	-0.127	0.1352	-0.9394	0.34752	0.712278706
Metabolic	LDL-C	Tumor	PrCa	0.1219	0.1097	1.1114	0.26641	0.649792985
Metabolic	LDL-C	Tumor	BrCa	-0.0913	0.1303	-0.7006	0.48353	0.794200922
Metabolic	LDL-C	Tumor	EnCa	-0.0735	0.1934	-0.38	0.70396	0.90257998
Metabolic	LDL-C	Tumor	UF	0.1119	0.1427	0.7843	0.43286	0.768472859
Metabolic	LDL-C	Other	Glaucoma	-0.0476	0.1137	-0.4187	0.67546	0.892409366
Metabolic	LDL-C	Other	COPD	-0.2043	0.1691	-1.208	0.22707	0.605212084
Metabolic	LDL-C	Other	Epilepsy	-0.2765	0.2219	-1.2462	0.21267	0.587317151
Metabolic	LDL-C	Other	Pollinosis	-0.1203	0.152	-0.7912	0.42882	0.767135276
Metabolic	LDL-C	Other	Urolithiasis	-0.0385	0.1151	-0.3346	0.7379	0.91032204
Metabolic	TG	Metabolic	BS	0.0644	0.0708	0.9103	0.36267	0.722388464
Metabolic	TG	Metabolic	HbA1c	0.0917	0.06	1.5279	0.12654	0.457976562
Metabolic	TG	Protein	TP	0.1965	0.0583	3.373	0.00074353	0.015738722
Metabolic	TG	Protein	Alb	0.092	0.0829	1.109	0.26745	0.650518137
Metabolic	TG	Protein	NAP	0.1355	0.0477	2.8442	0.0044523	0.059102396
Metabolic	TG	Protein	A/G	-0.0625	0.0537	-1.1646	0.24417	0.626919266
Metabolic	TG	Kidney-related	BUN	0.0596	0.0452	1.3185	0.18735	0.55520112
Metabolic	TG	Kidney-related	sCr	0.1482	0.0522	2.8401	0.0045103	0.05967005
Metabolic	TG	Kidney-related	eGFR	-0.1464	0.0513	-2.8541	0.0043165	0.058287634
Metabolic	TG	Kidney-related	UA	0.1977	0.0743	2.6609	0.0077941	0.08905532
Metabolic	TG	Electrolyte	Na	-0.0308	0.0502	-0.6133	0.5397	0.826983268
Metabolic	TG	Electrolyte	K	0.0283	0.0588	0.4812	0.63036	0.86979907
Metabolic	TG	Electrolyte	Cl	0.0445	0.0573	0.7764	0.43751	0.76994827
Metabolic	TG	Electrolyte	Ca	0.0805	0.0762	1.0574	0.29032	0.667674551
Metabolic	TG	Electrolyte	P	0.0373	0.0795	0.4693	0.63883	0.873411518
Metabolic	TG	Liver-related	TBil	-0.1838	0.0879	-2.0894	0.036673	0.246331849
Metabolic	TG	Liver-related	ZTT	0.0975	0.1131	0.8617	0.38886	0.739798776
Metabolic	TG	Liver-related	AST	-0.0358	0.0587	-0.6099	0.54195	0.827843011
Metabolic	TG	Liver-related	ALT	0.0036	0.066	0.0538	0.95706	0.98966028
Metabolic	TG	Liver-related	ALP	-0.022	0.0585	-0.3762	0.70676	0.90257998
Metabolic	TG	Liver-related	GGT	0.2282	0.0765	2.9832	0.0028529	0.044509786
Metabolic	TG	Other biochemical	APTT	0.1087	0.0932	1.1664	0.24345	0.626379895
Metabolic	TG	Other biochemical	PT	0.0056	0.0871	0.0643	0.94876	0.987073369
Metabolic	TG	Other biochemical	Fbg	0.2709	0.224	1.2091	0.22662	0.604937914
Metabolic	TG	Other biochemical	CK	0.0111	0.0455	0.245	0.80649	0.93811489
Metabolic	TG	Other biochemical	LDH	-0.0353	0.0656	-0.5375	0.59093	0.858704196
Metabolic	TG	Other biochemical	CRP	0.2146	0.1312	1.635	0.10206	0.418635146
Metabolic	TG	Hematological	WBC	0.2142	0.0638	3.3601	0.00077903	0.016401513
Metabolic	TG	Hematological	Neutro	0.1993	0.0633	3.1461	0.0016547	0.029320386
Metabolic	TG	Hematological	Eosino	0.0167	0.0608	0.2753	0.78308	0.926124541
Metabolic	TG	Hematological	Baso	0.0588	0.0673	0.8741	0.38207	0.736547014
Metabolic	TG	Hematological	Mono	0.042	0.0532	0.7891	0.43005	0.767895887
Metabolic	TG	Hematological	Lym	0.174	0.0639	2.7219	0.0064911	0.077946309
Metabolic	TG	Hematological	RBC	0.0791	0.0567	1.396	0.16271	0.516664473
Metabolic	TG	Hematological	Hb	-0.0065	0.0585	-0.1109	0.91171	0.975610126
Metabolic	TG	Hematological	Ht	-0.0289	0.065	-0.4449	0.65636	0.881635705
Metabolic	TG	Hematological	MCV	-0.1639	0.04	-4.0944	4.23E-05	0.001326052
Metabolic	TG	Hematological	MCH	-0.1267	0.0466	-2.7203	0.0065226	0.077946309
Metabolic	TG	Hematological	MCHC	0.0647	0.0795	0.8149	0.41511	0.758127381
Metabolic	TG	Hematological	Plt	0.1157	0.0557	2.076	0.037894	0.251087824
Metabolic	TG	Blood pressure	SBP	0.1419	0.0489	2.8993	0.0037394	0.052864586
Metabolic	TG	Blood pressure	DBP	0.0793	0.0487	1.6275	0.10364	0.421841573
Metabolic	TG	Blood pressure	MAP	0.1138	0.0492	2.313	0.020724	0.174527277
Metabolic	TG	Blood pressure	PP	0.1791	0.049	3.652	0.00026022	0.006704089
Metabolic	TG	Echocardiographic	IVS	0.146	0.1094	1.3338	0.18227	0.548209923
Metabolic	TG	Echocardiographic	PW	0.1881	0.0846	2.2223	0.026263	0.204872327
Metabolic	TG	Echocardiographic	LVDd	0.088	0.0711	1.2376	0.21588	0.592586573
Metabolic	TG	Echocardiographic	LVDs	0.1178	0.0673	1.7499	0.080144	0.373179434
Metabolic	TG	Echocardiographic	LVM	0.1446	0.0725	1.9943	0.046119	0.279137564
Metabolic	TG	Echocardiographic	LVMI	0.1629	0.0853	1.9101	0.056117	0.308699433
Metabolic	TG	Echocardiographic	RWT	0.1144	0.0806	1.4189	0.15593	0.50506359
Metabolic	TG	Echocardiographic	FS	-0.1784	0.0906	-1.9694	0.048909	0.288445247
Metabolic	TG	Echocardiographic	EF	-0.1016	0.0911	-1.1157	0.26457	0.648993121
Metabolic	TG	Metabolic disease	T2D	0.227	0.0529	4.2889	1.80E-05	0.00061677
Metabolic	TG	Cardiovascular disease	IS	0.1882	0.067	2.8077	0.0049902	0.064407895
Metabolic	TG	Cardiovascular disease	CeAn	0.1231	0.0626	1.966	0.049298	0.289431736
Metabolic	TG	Cardiovascular disease	MI	0.2337	0.0448	5.2216	1.77E-07	8.68E-06
Metabolic	TG	Cardiovascular disease	PAD	0.2993	0.0924	3.2392	0.0011988	0.022592308
Metabolic	TG	Cardiovascular disease	AF	0.0301	0.0674	0.4461	0.65551	0.881635705
Metabolic	TG	Allergic disease	Asthma	0.0752	0.0763	0.9848	0.32472	0.698683253
Metabolic	TG	Allergic disease	AD	-0.2257	0.0909	-2.4834	0.013015	0.125734314
Metabolic	TG	Autoimmune disease	GD	0.1112	0.0669	1.6619	0.096535	0.407361056
Metabolic	TG	Autoimmune disease	RA	-0.0897	0.0542	-1.6533	0.098272	0.409601102
Metabolic	TG	Infectious disease	CHB	0.1084	0.1121	0.9677	0.33319	0.704901156
Metabolic	TG	Infectious disease	CHC	0.0824	0.0851	0.9685	0.33281	0.704901156
Metabolic	TG	Hematologic disease	Anemia	0.0713	0.1233	0.5782	0.5631	0.838759833
Metabolic	TG	Psychiatric disease	BD	-0.0983	0.0812	-1.2109	0.22593	0.603507422
Metabolic	TG	Psychiatric disease	SCZ	-0.0919	0.0525	-1.7501	0.080096	0.373179434
Metabolic	TG	Musculoskeletal disease	AIS	-0.1097	0.0557	-1.9712	0.048696	0.287911644
Metabolic	TG	Musculoskeletal	Osteoporosis	0.0038	0.1436	0.0268	0.97864	0.994899855
Metabolic	TG	Tumor	LuCa	-0.1081	0.1291	-0.8378	0.40213	0.747740304
Metabolic	TG	Tumor	GaCa	-0.0013	0.0875	-0.0144	0.98848	0.995429715
Metabolic	TG	Tumor	EsCa	-0.0573	0.0845	-0.6788	0.49727	0.801724018
Metabolic	TG	Tumor	CoCa	-0.0243	0.0827	-0.2939	0.76886	0.921380055
Metabolic	TG	Tumor	PrCa	0.0854	0.0574	1.4883	0.13666	0.475275808
Metabolic	TG	Tumor	BrCa	-0.0639	0.084	-0.7609	0.44673	0.772359682
Metabolic	TG	Tumor	EnCa	0.1484	0.1496	0.9921	0.32114	0.695182001
Metabolic	TG	Tumor	UF	0.0168	0.0889	0.1888	0.85024	0.955113746
Metabolic	TG	Other	Glaucoma	0.0288	0.0678	0.4251	0.67079	0.889540684
Metabolic	TG	Other	COPD	0.0293	0.0795	0.3681	0.71277	0.903018476
Metabolic	TG	Other	Epilepsy	-0.0999	0.1262	-0.7914	0.42869	0.767135276
Metabolic	TG	Other	Pollinosis	0.1477	0.0946	1.5608	0.11857	0.445177488
Metabolic	TG	Other	Urolithiasis	0.1311	0.073	1.7942	0.072774	0.353138766
Metabolic	BS	Metabolic	HbA1c	0.672	0.0812	8.2793	1.24E-16	1.16E-14
Metabolic	BS	Protein	TP	0.1407	0.0736	1.9131	0.055741	0.308307565
Metabolic	BS	Protein	Alb	0.1573	0.0888	1.7715	0.07647	0.363418107
Metabolic	BS	Protein	NAP	0.0437	0.0642	0.6804	0.49624	0.801350862
Metabolic	BS	Protein	A/G	0.0189	0.0657	0.2886	0.77289	0.922474014
Metabolic	BS	Kidney-related	BUN	-0.0202	0.0654	-0.3085	0.75772	0.917511293
Metabolic	BS	Kidney-related	sCr	-0.0173	0.0625	-0.2762	0.78242	0.925666683
Metabolic	BS	Kidney-related	eGFR	0.0487	0.0598	0.8155	0.41479	0.757964368
Metabolic	BS	Kidney-related	UA	0.0661	0.0652	1.0138	0.31069	0.683518
Metabolic	BS	Electrolyte	Na	-0.1246	0.0731	-1.7048	0.088239	0.393910351
Metabolic	BS	Electrolyte	K	0.0035	0.0747	0.0464	0.96298	0.991854203
Metabolic	BS	Electrolyte	Cl	-0.2095	0.0842	-2.489	0.012809	0.125734314
Metabolic	BS	Electrolyte	Ca	0.0708	0.086	0.8231	0.41048	0.753852927
Metabolic	BS	Electrolyte	P	-0.1306	0.1152	-1.133	0.25721	0.642084232
Metabolic	BS	Liver-related	TBil	-0.1467	0.0738	-1.989	0.046699	0.281343514
Metabolic	BS	Liver-related	ZTT	-0.1156	0.1559	-0.7418	0.45822	0.779491538
Metabolic	BS	Liver-related	AST	-0.0269	0.0856	-0.3144	0.75318	0.916485029
Metabolic	BS	Liver-related	ALT	0.1325	0.0776	1.7074	0.087757	0.393910351
Metabolic	BS	Liver-related	ALP	0.0353	0.0654	0.5394	0.58959	0.857983813
Metabolic	BS	Liver-related	GGT	0.0676	0.0863	0.7842	0.43294	0.768472859
Metabolic	BS	Other biochemical	APTT	-0.0839	0.1085	-0.7739	0.439	0.76994827
Metabolic	BS	Other biochemical	PT	0.1209	0.111	1.0888	0.27623	0.660088532
Metabolic	BS	Other biochemical	Fbg	0.0887	0.2862	0.31	0.75659	0.917000705
Metabolic	BS	Other biochemical	CK	-0.0659	0.0633	-1.0407	0.29801	0.673791663
Metabolic	BS	Other biochemical	LDH	-0.1792	0.0907	-1.977	0.048043	0.285987027
Metabolic	BS	Other biochemical	CRP	0.1148	0.1549	0.7407	0.45886	0.779564321
Metabolic	BS	Hematological	WBC	0.0648	0.0697	0.9294	0.35266	0.713837774
Metabolic	BS	Hematological	Neutro	0.0602	0.0818	0.7362	0.46159	0.781355385
Metabolic	BS	Hematological	Eosino	-0.1226	0.0749	-1.6366	0.10171	0.418635146
Metabolic	BS	Hematological	Baso	0.0289	0.0924	0.3128	0.75444	0.91652614
Metabolic	BS	Hematological	Mono	0.0034	0.077	0.0442	0.96472	0.992663815
Metabolic	BS	Hematological	Lym	0.0538	0.0839	0.6417	0.52105	0.817480689
Metabolic	BS	Hematological	RBC	-0.0606	0.0637	-0.952	0.34111	0.709865889
Metabolic	BS	Hematological	Hb	-0.0728	0.0704	-1.0343	0.30099	0.677790017
Metabolic	BS	Hematological	Ht	-0.0914	0.069	-1.3241	0.18546	0.55271032
Metabolic	BS	Hematological	MCV	-0.0317	0.0627	-0.5059	0.61291	0.865412027
Metabolic	BS	Hematological	MCH	-9.00E-04	0.0666	-0.014	0.98883	0.995429715
Metabolic	BS	Hematological	MCHC	0.1237	0.0841	1.4699	0.14158	0.483849625
Metabolic	BS	Hematological	Plt	-0.0469	0.072	-0.6517	0.51462	0.812400322
Metabolic	BS	Blood pressure	SBP	0.195	0.0663	2.9396	0.0032867	0.048204933
Metabolic	BS	Blood pressure	DBP	0.1254	0.0754	1.6633	0.096258	0.406807767
Metabolic	BS	Blood pressure	MAP	0.166	0.0694	2.3906	0.016822	0.151436671
Metabolic	BS	Blood pressure	PP	0.2276	0.0694	3.277	0.0010491	0.020854191
Metabolic	BS	Echocardiographic	IVS	0.263	0.1828	1.4393	0.15007	0.494259142
Metabolic	BS	Echocardiographic	PW	0.2202	0.1289	1.7083	0.087573	0.393726599
Metabolic	BS	Echocardiographic	LVDd	-0.1867	0.0898	-2.0791	0.03761	0.250477483
Metabolic	BS	Echocardiographic	LVDs	-0.15	0.0899	-1.669	0.095114	0.403538921
Metabolic	BS	Echocardiographic	LVM	-0.0205	0.1086	-0.189	0.85008	0.955113746
Metabolic	BS	Echocardiographic	LVMI	-0.0361	0.1229	-0.2935	0.76915	0.921380055
Metabolic	BS	Echocardiographic	RWT	0.302	0.1199	2.5193	0.011759	0.118072421
Metabolic	BS	Echocardiographic	FS	0.1258	0.1323	0.951	0.34158	0.709865889
Metabolic	BS	Echocardiographic	EF	0.1666	0.1284	1.2976	0.19441	0.566872345
Metabolic	BS	Metabolic disease	T2D	0.5924	0.0659	8.9859	2.57E-19	2.87E-17
Metabolic	BS	Cardiovascular disease	IS	0.16	0.088	1.8184	0.069009	0.341230265
Metabolic	BS	Cardiovascular disease	CeAn	-0.0715	0.0954	-0.7497	0.45343	0.776741855
Metabolic	BS	Cardiovascular disease	MI	0.0572	0.0803	0.712	0.47645	0.791795288
Metabolic	BS	Cardiovascular disease	PAD	0.3028	0.1029	2.9425	0.0032561	0.047935668
Metabolic	BS	Cardiovascular disease	AF	0.099	0.0917	1.0799	0.2802	0.661799276
Metabolic	BS	Allergic disease	Asthma	-0.0434	0.0881	-0.4923	0.62251	0.866757962
Metabolic	BS	Allergic disease	AD	-0.0961	0.1225	-0.7848	0.43258	0.768472859
Metabolic	BS	Autoimmune disease	GD	-0.0215	0.0841	-0.2556	0.79828	0.933711016
Metabolic	BS	Autoimmune disease	RA	-0.1642	0.0772	-2.1275	0.033382	0.235030305
Metabolic	BS	Infectious disease	CHB	-0.141	0.1784	-0.7902	0.42941	0.76748953
Metabolic	BS	Infectious disease	CHC	-0.0699	0.1206	-0.5795	0.56224	0.838435583
Metabolic	BS	Hematologic disease	Anemia	-0.0296	0.1774	-0.1668	0.86755	0.959381315
Metabolic	BS	Psychiatric disease	BD	-0.2123	0.1101	-1.9278	0.053878	0.30445346
Metabolic	BS	Psychiatric disease	SCZ	-0.0604	0.0835	-0.7241	0.46899	0.784738966
Metabolic	BS	Musculoskeletal disease	AIS	-0.131	0.0753	-1.7388	0.082064	0.379667718
Metabolic	BS	Musculoskeletal	Osteoporosis	0.1848	0.1976	0.9353	0.34962	0.712337107
